-2.301915 -3.063474 1.740559 -0.882649 0.678018 -1.969212 2.509000 -0.776925 1.044320 -0.640760 1.084601 -0.998466 0.574943 -1.608399 0.626358 -0.820149 0.862199 -0.559381 1.307290 -1.114975 0.236912 -0.279465 0.118494 -0.009374 0.405655 0.036101 -0.010651 -0.085813 0.273945 -0.990138 0.829249 0.038648 0.136721 0.422916 -0.089977 -0.038519 0.350618 -0.033597 0.071962 -0.431400 0.058793 -0.121485 0.788981 -0.236250 0.209234 -0.008318 0.621456 -0.065356 0.068143 -0.320350 0.192222 -0.752449 0.413749 -0.623398 1.000000
0.927895 -5.544181 1.340820 1.804248 2.298648 -0.899100 2.784630 -1.779094 0.904626 -0.226562 0.248986 -0.414706 0.268841 -1.061356 0.187255 -1.603770 0.494787 0.077656 -0.390797 -0.104960 -0.610182 -1.418535 0.312986 -0.271002 -0.584179 -0.083352 0.558393 0.625080 -0.026402 -0.290704 0.104787 0.124833 0.047915 -0.165903 -0.148967 -0.167759 -0.306155 0.213109 0.109558 0.398874 -0.200815 0.088102 -0.311841 0.111161 -0.032474 0.231960 -0.044102 0.028964 -0.299488 0.083237 -0.115193 0.340125 0.406508 0.642908 1.000000
0.833749 -5.097435 1.318638 1.745219 2.125078 -1.015354 2.495028 -1.814714 0.986430 -0.305248 0.167430 -0.093637 0.214145 -1.190313 0.172549 -1.783490 0.505024 0.322858 -0.193695 -0.398641 -0.722626 -1.697900 0.432782 -0.339067 -0.469782 0.131029 0.787214 0.870845 -0.682491 -0.161469 0.214614 0.054844 -0.344427 0.009207 0.064189 -0.356018 -0.353741 -0.362873 -0.193133 -0.078954 0.164363 0.246339 -0.308368 -0.188257 0.032112 0.098755 -0.112395 0.231858 -0.058488 -0.371844 0.147534 0.345545 0.066311 0.582568 1.000000
-5.661765 -2.770066 0.825739 0.158115 0.917308 -4.120269 0.549753 1.510411 0.909673 -0.568649 0.653362 -1.003023 0.533528 -1.418042 0.015189 -0.809540 1.187046 -0.406576 1.361626 -1.340903 0.149901 -0.605857 0.015349 0.588624 0.506964 0.316266 0.108492 -0.231355 0.272794 -0.780726 0.418944 0.047062 -0.017405 0.540250 0.115586 0.076488 -0.059090 -0.506453 0.354536 -0.313786 0.101896 0.170911 0.251954 -0.187223 0.408581 -0.178174 0.482218 0.117664 0.031098 -0.276859 0.185221 -0.196666 -0.055820 -0.340500 1.000000
0.154044 -8.698508 0.042470 -0.114891 -1.773591 -0.161151 3.498111 -0.091246 -0.615920 -0.349771 -0.599452 0.078751 0.443301 0.099041 0.989416 -0.181965 -0.205266 -1.533608 -0.092779 -0.961242 -0.169452 0.392393 -0.397649 -0.851699 0.124180 0.444193 -0.265027 -1.008624 -0.177905 0.229384 0.298444 -0.709145 -0.119400 0.883038 0.526864 -0.439756 0.229043 -0.030713 -0.349036 -0.210108 -0.038822 -0.524134 1.070552 -0.581335 -0.000099 0.962686 0.353617 0.625548 -0.001079 0.515387 -0.393377 -0.561432 -0.044130 0.012752 1.000000
0.830775 -6.130273 1.936746 1.815619 2.667111 -0.973681 2.663439 -2.323489 0.858273 -0.571800 0.110096 -0.786908 0.025244 -0.946914 -0.070219 -1.643806 0.876578 -0.072826 0.427140 0.121097 -0.397597 -0.697284 0.711274 -0.324533 -0.379575 -0.374832 -0.029200 0.927994 0.312198 0.146146 -0.367277 -0.590196 0.364031 -0.512128 -0.352864 -0.044665 0.489926 0.762828 0.492806 0.592252 -0.202309 -0.147583 -0.129990 0.358505 0.053762 -0.385919 0.108579 0.221184 -0.278371 0.409437 -0.407956 -0.018864 0.050947 -0.206466 1.000000
0.090869 4.661812 3.110332 -3.327107 2.334844 0.613150 -1.816787 -1.511370 -0.454667 0.047283 1.808730 1.211752 -0.504382 -1.569831 2.202725 -2.018387 0.522910 -1.102114 0.115095 -1.244078 -1.329643 -0.222428 0.872432 0.370132 0.707306 0.262819 0.851243 0.266226 0.403028 -1.074840 0.107089 0.610743 0.010677 0.082363 -0.565161 0.293238 -0.800758 -0.077582 0.509877 -0.282871 0.246631 0.597745 -0.115388 0.036128 0.902588 -0.492175 0.363820 0.002886 -0.117350 0.214217 0.175584 0.239491 -0.162233 -0.110811 1.000000
0.670279 -5.614057 1.548047 1.698669 1.980977 -0.775709 2.538344 -2.426400 1.020840 -0.270796 0.594436 -0.543010 0.356694 -1.095477 0.122816 -1.608434 0.725585 0.133143 0.301443 -0.202379 -0.643037 -1.045302 0.323927 -0.357183 -0.348136 -0.525346 0.568100 0.828300 -0.053553 -0.059585 -0.134072 -0.239458 -0.003258 0.097521 0.392769 -0.294868 -0.140268 0.378649 0.148643 0.370547 -0.365662 -0.243074 -0.409014 0.500590 0.060331 0.127761 0.389927 -0.264534 0.061351 -0.106453 0.114817 0.087485 0.032814 0.404955 1.000000
0.350085 -5.981731 1.598857 1.277973 1.831916 -1.080813 2.927168 -2.026339 0.996622 -0.563371 0.487407 -0.655145 0.142771 -1.126712 0.375383 -1.801976 0.466652 0.225843 0.200461 -0.428973 -0.536607 -1.303784 0.004526 -0.415411 -0.454944 -0.242013 0.330351 0.869257 -0.372339 -0.333380 -0.012548 -0.301226 0.006037 0.085617 0.212051 -0.185704 -0.033883 0.391083 -0.059196 0.183417 -0.069082 -0.261259 0.078615 0.103569 0.060118 0.167243 0.097957 -0.040260 0.126618 -0.048617 -0.022389 -0.041207 0.000676 0.160395 1.000000
0.237844 -7.267573 1.560865 1.080146 1.738367 -0.841268 2.340430 -2.115887 0.917313 -0.877951 0.300377 -0.944723 -0.818908 -1.338442 0.267067 -1.132508 0.457955 0.383447 0.420844 0.195953 -0.133724 -0.544393 0.723105 -0.086680 0.008961 0.033887 -0.241754 0.980186 0.225526 -0.280536 -0.475281 -0.702965 1.465950 -0.282287 -0.138267 0.806469 0.875497 0.354529 0.606382 -0.318870 0.084105 0.842055 0.550257 0.473037 -0.213712 -0.203264 -0.655864 0.464320 0.393140 0.270677 -0.195132 -0.322959 -0.214171 -0.630794 1.000000
0.032128 -6.350616 1.104548 0.634905 1.112792 -1.226781 2.945288 -1.568531 0.986856 -0.349400 0.599975 -0.608143 0.085546 -1.029178 0.426141 -1.707716 0.010161 0.213408 0.077185 -0.719244 -0.361177 -1.381716 -0.451702 -0.423934 -0.532976 0.140197 0.120148 0.564838 -0.602431 -0.962681 0.032325 0.036797 -0.293898 0.226071 0.109657 -0.122353 -0.130673 0.253376 -0.210924 -0.238144 0.399368 -0.122292 0.307805 -0.292169 -0.158989 0.307580 -0.117475 0.161749 0.375628 -0.179909 0.085151 -0.066592 0.055491 -0.046570 1.000000
