-3.216313 -0.079177 -0.870248 -0.868317 1.947601 -0.909366 0.919043 -1.166675 0.054169 -1.260031 0.708657 -0.099973 0.398366 -0.021338 0.782177 -0.719976 0.459843 -0.706413 1.000051 -0.125012 0.098560 -0.368601 0.048268 -1.011939 0.970480 -0.200666 0.442691 -0.472100 -0.838781 0.045794 0.023452 0.374602 -0.657072 -0.456313 -0.510206 -0.497499 0.104139 -0.264987 0.338218 -0.070934 0.010442 -0.424304 0.177780 -0.531038 0.330574 -0.362963 0.181550 -0.382908 0.139909 -0.051638 -0.490330 0.152465 1.000000
-1.376232 1.929078 -1.731613 -0.737513 1.558903 0.243531 -0.281082 -1.127109 1.237565 -1.950790 0.649844 -0.740733 -0.245279 0.332578 0.198161 -0.761428 0.046922 -0.651062 0.383648 0.486995 0.455061 0.220930 0.059271 0.127851 -0.620384 -0.034705 0.139020 0.604971 0.271158 0.043877 0.072797 0.226538 0.115686 0.008780 0.023006 0.292534 -0.038905 0.022432 -0.104136 0.008932 0.047719 -0.173951 -0.050747 0.159769 -0.000801 -0.159891 -0.189879 0.238104 -0.052635 -0.148103 -0.109561 0.112080 1.000000
-1.272375 1.900603 -1.437169 -0.721802 1.718158 0.159009 -0.127978 -0.970882 1.208770 -1.852788 0.547177 -0.870173 -0.030683 0.381576 0.322893 -0.941222 0.164997 -0.573702 0.406890 0.839668 0.322665 0.206460 0.134451 0.384006 -0.805964 -0.018361 0.339511 0.381878 0.022059 0.540861 0.134810 0.388917 0.076573 0.402301 -0.057038 0.230596 -0.039035 0.021412 0.072490 0.284959 -0.225347 -0.227713 0.132727 0.148503 -0.131934 0.147181 0.058052 0.280542 -0.080942 -0.344865 0.001731 0.061045 1.000000
-6.907576 -5.387897 1.930787 4.031043 0.520489 1.208462 0.528821 -1.586984 0.547167 -1.044138 1.180190 -1.109621 0.700442 0.749030 0.052286 -0.692610 -0.437189 -0.330301 0.189883 0.177390 -0.228371 0.027561 -0.447866 -0.149324 0.945495 -0.016441 0.147368 -0.002441 -1.092623 0.149260 -0.421834 -0.125289 -0.576360 0.486569 -0.011080 0.459527 -0.586167 0.470828 -0.597893 0.721000 0.266100 0.028836 0.346495 0.505113 0.000666 0.259008 -0.364315 -0.543613 -0.268566 0.437988 -0.138603 -0.162731 1.000000
-3.107641 0.335176 -4.150771 -0.269316 0.625021 -0.475909 0.734454 -1.347318 -1.613042 -1.502357 -0.737623 0.407590 -1.035044 -0.254295 0.797141 0.454690 0.521598 0.334451 -0.195166 -0.095467 0.097452 -0.347320 -0.004634 -0.386070 0.303087 -0.853316 0.527458 -0.292825 -0.702060 0.557096 0.500170 0.543020 -0.497219 -0.466313 -0.018599 0.219522 0.477040 -0.039277 -0.156861 0.172693 0.464341 -0.174130 0.596412 -0.181508 0.413881 -0.396867 0.198521 0.002297 0.125380 0.169709 0.946827 -0.192225 1.000000
-1.589485 1.784377 -2.061238 -0.837357 2.050430 0.350120 -0.352609 -1.101927 1.297807 -2.007119 0.951085 -0.980307 -0.392685 0.392891 0.043445 -1.125368 0.132472 -0.351660 0.371359 0.821126 0.713023 0.035181 -0.066179 0.196418 0.055214 -0.132775 -0.256704 -0.072490 0.581624 -0.371280 -0.032115 0.169772 0.236128 0.069210 0.247263 -0.160373 -0.055669 0.079006 -0.079524 -0.370963 0.206855 0.154473 -0.292217 0.214299 0.029721 -0.197594 -0.095928 -0.002195 0.270928 0.181623 0.044650 -0.302180 1.000000
5.654312 -7.513002 3.509796 -4.971599 0.112124 1.107494 1.570480 0.676821 -0.262112 -1.937082 0.016831 -0.674811 -0.007898 0.205698 0.059845 -1.071528 -0.417698 -0.758788 0.143409 0.126299 0.458100 0.009249 0.453554 0.836243 -0.261434 0.142337 -0.533150 0.077884 -0.548396 -0.146939 0.139936 0.156285 -0.107095 -0.524464 -0.132322 0.675680 -0.394356 -0.548156 0.447582 -0.273662 0.017499 0.322416 -0.229508 0.210580 0.056731 0.337704 0.270176 -0.093799 0.138590 -0.039170 0.057482 -0.334546 1.000000
-1.530860 1.878085 -1.841479 -0.847040 1.745067 0.163568 -0.185065 -1.065192 1.092148 -1.976772 0.891698 -1.016894 -0.081052 0.326311 0.179818 -0.685998 0.190140 -0.348485 0.374004 0.678297 0.624307 0.050527 0.042450 0.167574 -0.494031 -0.137063 -0.073135 0.268103 0.382265 0.174624 0.027345 -0.045219 -0.085426 -0.360405 -0.039393 0.043653 0.050920 0.050459 -0.246362 -0.199296 -0.018666 0.014688 0.002450 0.343743 0.062063 -0.110976 -0.410665 -0.059048 0.132197 0.153046 -0.098733 0.109770 1.000000
-1.854093 1.590205 -2.131980 -0.876370 1.905024 0.006627 0.048132 -1.225173 1.011017 -2.078784 0.840859 -0.997362 -0.125475 0.199775 0.210488 -0.931916 0.165681 -0.394543 0.559866 0.636265 0.478442 0.047953 0.117853 0.233371 -0.598501 -0.213856 0.165396 0.332761 0.131149 0.124031 -0.061803 0.200327 -0.222979 0.052949 0.040660 0.008618 0.190745 -0.022237 -0.079516 -0.062854 -0.024134 -0.141340 0.018506 0.001802 -0.017164 -0.072946 -0.223840 0.125846 0.027675 -0.012708 0.077676 0.201032 1.000000
-2.308077 1.247207 -2.766234 -1.042332 1.759600 0.124705 0.180473 -0.734881 0.858366 -1.752704 0.889162 -0.874830 -0.228943 0.249455 -0.083186 -1.525425 -0.123547 -0.287939 0.536745 0.489647 0.597483 0.006588 -0.243600 0.252962 0.362603 -0.160968 -0.234512 -0.341732 0.208101 -0.838075 -0.097979 0.251420 0.292153 0.498312 0.554187 -0.532866 0.367633 0.291282 0.377548 -0.182892 0.209149 -0.219844 -0.056528 -0.251991 0.340810 0.340589 0.401377 -0.077036 0.013752 0.300981 0.028288 -0.398582 1.000000
